transaction_id,customer_id,date,region,segment,product,contract_term_months,mrr_usd,csat_score,support_tickets_90d,is_churned
TXN-52677,CUST-10835,2025-05-14,North America,Mid-Market,Cybersecurity Core,24,1746.96,4,5,0
TXN-52678,CUST-11046,2025-10-26,North America,Mid-Market,Cloud Analytics Suite,24,1754.57,5,5,0
TXN-52679,CUST-10498,2024-07-26,Europe,Small Business,Cloud Analytics Suite,12,626.38,3,3,1
TXN-52680,CUST-10416,2024-01-09,North America,Mid-Market,ERP Connect,12,1524.73,7,3,1
TXN-52681,CUST-10886,2025-07-09,Asia Pacific,Small Business,Customer 360,12,524.99,6,1,0
TXN-52682,CUST-10771,2025-01-15,North America,Small Business,Cloud Analytics Suite,24,673.27,7,3,1
TXN-52683,CUST-10537,2024-01-19,North America,Mid-Market,Cybersecurity Core,12,1620.57,3,1,0
TXN-52684,CUST-10931,2024-04-09,Asia Pacific,Enterprise,Cybersecurity Core,24,4657.73,7,5,0
TXN-52685,CUST-10251,2025-06-05,North America,Mid-Market,Customer 360,12,1795.6,6,0,1
TXN-52686,CUST-10970,2024-08-11,Europe,Small Business,Cloud Analytics Suite,24,680.32,6,3,1
TXN-52687,CUST-10487,2025-04-08,Asia Pacific,Enterprise,ERP Connect,12,4014.57,8,2,0
TXN-52688,CUST-10277,2025-04-27,Europe,Mid-Market,Customer 360,12,1747.79,5,4,0
TXN-52689,CUST-10161,2024-10-12,North America,Small Business,ERP Connect,12,641.88,9,2,0
TXN-52690,CUST-10778,2025-05-25,Asia Pacific,Mid-Market,Cybersecurity Core,24,1370.93,9,3,1
TXN-52691,CUST-10586,2025-04-23,Europe,Mid-Market,Cybersecurity Core,36,1455.41,7,5,0
TXN-52692,CUST-10139,2025-04-18,Europe,Small Business,Cloud Analytics Suite,12,737.34,3,2,0
TXN-52693,CUST-10686,2024-08-07,Europe,Mid-Market,Customer 360,12,1973.52,5,1,1
TXN-52694,CUST-10714,2024-02-17,North America,Mid-Market,Cloud Analytics Suite,12,1808.48,8,1,1
TXN-52695,CUST-10601,2025-12-14,Europe,Mid-Market,Cloud Analytics Suite,12,1820.62,4,5,1
TXN-52696,CUST-10069,2024-06-02,Latin America,Mid-Market,ERP Connect,12,1677.72,3,4,1
TXN-52697,CUST-10102,2025-04-07,North America,Enterprise,ERP Connect,12,5609.47,10,3,0
TXN-52698,CUST-10393,2025-08-18,North America,Enterprise,Cybersecurity Core,12,6229.7,1,1,1
TXN-52699,CUST-10565,2024-06-21,Latin America,Small Business,Customer 360,12,500.58,6,3,0
TXN-52700,CUST-11068,2025-12-27,North America,Small Business,ERP Connect,24,299.46,4,4,1
TXN-52701,CUST-10591,2024-05-27,Asia Pacific,Mid-Market,ERP Connect,24,1763.92,7,7,0
TXN-52702,CUST-10431,2025-10-06,North America,Enterprise,Customer 360,24,4084.86,5,2,0
TXN-52703,CUST-10322,2024-08-22,Europe,Small Business,Cloud Analytics Suite,12,446.69,5,4,1
TXN-52704,CUST-10955,2024-11-21,Europe,Enterprise,Customer 360,12,4811.92,8,1,0
TXN-52705,CUST-10384,2024-08-13,North America,Mid-Market,Customer 360,36,2024.25,4,3,1
TXN-52706,CUST-10622,2024-10-14,Europe,Mid-Market,Cloud Analytics Suite,12,1864.99,9,2,0
TXN-52707,CUST-10784,2024-10-26,North America,Small Business,Customer 360,24,460.6,6,3,0
TXN-52708,CUST-10002,2024-12-18,Latin America,Mid-Market,ERP Connect,24,1840.61,5,1,0
TXN-52709,CUST-10252,2025-02-19,North America,Enterprise,ERP Connect,12,4589.59,2,4,1
TXN-52710,CUST-10594,2025-12-25,North America,Mid-Market,Cloud Analytics Suite,24,1402.35,4,4,1
TXN-52711,CUST-10680,2024-03-25,North America,Mid-Market,Cloud Analytics Suite,12,1900.63,9,6,1
TXN-52712,CUST-11038,2025-04-15,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1623.85,7,4,1
TXN-52713,CUST-10405,2024-07-13,Europe,Mid-Market,Customer 360,12,1748.59,7,3,1
TXN-52714,CUST-10831,2024-06-05,North America,Enterprise,Cybersecurity Core,24,4386.16,6,2,0
TXN-52715,CUST-10606,2025-12-15,North America,Mid-Market,Cloud Analytics Suite,24,2414.6,1,1,1
TXN-52716,CUST-10403,2024-10-12,Europe,Small Business,Customer 360,12,658.26,4,2,1
TXN-52717,CUST-10233,2025-06-16,North America,Mid-Market,ERP Connect,36,1427.22,7,2,1
TXN-52718,CUST-10098,2025-08-15,North America,Small Business,Cloud Analytics Suite,12,492.57,9,2,0
TXN-52719,CUST-10956,2025-04-20,Europe,Enterprise,ERP Connect,12,4103.51,3,1,0
TXN-52720,CUST-10372,2024-12-15,Asia Pacific,Small Business,Cloud Analytics Suite,12,689.7,1,7,1
TXN-52721,CUST-10694,2024-07-03,Asia Pacific,Small Business,Cloud Analytics Suite,36,642.8,9,4,0
TXN-52722,CUST-10254,2025-02-15,Europe,Mid-Market,Cybersecurity Core,12,1930.62,8,2,0
TXN-52723,CUST-10186,2025-05-20,North America,Mid-Market,Customer 360,12,2034.24,6,2,0
TXN-52724,CUST-10115,2025-06-21,Europe,Mid-Market,Customer 360,12,2139.55,1,3,1
TXN-52725,CUST-10264,2025-08-03,Asia Pacific,Mid-Market,ERP Connect,24,1616.83,10,3,1
TXN-52726,CUST-10810,2025-12-24,Europe,Mid-Market,ERP Connect,12,2338.68,3,6,0
TXN-52727,CUST-10378,2024-05-13,North America,Small Business,Cybersecurity Core,24,554.29,8,3,1
TXN-52728,CUST-10166,2024-11-13,Europe,Small Business,ERP Connect,24,532.07,1,5,1
TXN-52729,CUST-11001,2025-05-22,North America,Small Business,Customer 360,12,649.12,5,3,0
TXN-52730,CUST-10538,2025-03-17,Europe,Small Business,Cybersecurity Core,36,570.41,4,4,1
TXN-52731,CUST-10007,2025-02-16,North America,Mid-Market,ERP Connect,24,2418.48,4,8,1
TXN-52732,CUST-10051,2025-03-06,North America,Small Business,ERP Connect,24,895.81,7,5,0
TXN-52733,CUST-10575,2025-11-03,Europe,Enterprise,Customer 360,24,5495.41,10,3,0
TXN-52734,CUST-10060,2024-05-14,North America,Mid-Market,Cybersecurity Core,24,2175.52,7,4,1
TXN-52735,CUST-10948,2025-04-11,Asia Pacific,Small Business,Cloud Analytics Suite,24,464.87,2,0,1
TXN-52736,CUST-10420,2025-06-16,North America,Mid-Market,Customer 360,36,1862.88,5,2,1
TXN-52737,CUST-10421,2025-03-09,Europe,Mid-Market,Cloud Analytics Suite,24,1247.06,7,7,0
TXN-52738,CUST-10593,2024-01-17,North America,Enterprise,Customer 360,24,2966.92,6,2,1
TXN-52739,CUST-10478,2024-01-20,Europe,Small Business,Cloud Analytics Suite,12,500.91,4,3,1
TXN-52740,CUST-10650,2025-04-17,Asia Pacific,Small Business,Cloud Analytics Suite,12,609.86,3,4,0
TXN-52741,CUST-10860,2025-12-25,North America,Mid-Market,Cloud Analytics Suite,24,2498.0,4,2,0
TXN-52742,CUST-10597,2025-08-23,Asia Pacific,Enterprise,ERP Connect,36,4300.3,8,0,0
TXN-52743,CUST-10229,2025-10-22,North America,Small Business,Cybersecurity Core,12,701.53,4,5,1
TXN-52744,CUST-10292,2025-02-08,Europe,Enterprise,Customer 360,12,4280.81,9,3,1
TXN-52745,CUST-10142,2024-09-22,North America,Mid-Market,Cloud Analytics Suite,24,1662.21,7,1,1
TXN-52746,CUST-10821,2024-03-14,Europe,Mid-Market,Cybersecurity Core,12,1520.36,6,3,1
TXN-52747,CUST-10410,2025-06-18,Asia Pacific,Mid-Market,Cloud Analytics Suite,24,1408.78,2,4,0
TXN-52748,CUST-10876,2025-04-19,North America,Mid-Market,Customer 360,12,1257.01,3,0,0
TXN-52749,CUST-10014,2025-06-21,North America,Mid-Market,Cybersecurity Core,24,2027.36,4,7,0
TXN-52750,CUST-10368,2025-09-05,North America,Enterprise,Cloud Analytics Suite,36,4456.8,6,4,1
TXN-52751,CUST-10674,2024-08-16,Europe,Enterprise,Customer 360,12,5252.13,8,0,0
TXN-52752,CUST-10849,2025-09-11,North America,Enterprise,ERP Connect,24,6449.89,7,6,0
TXN-52753,CUST-11133,2025-01-21,North America,Mid-Market,Cybersecurity Core,12,1986.82,9,0,0
TXN-52754,CUST-10301,2024-03-23,North America,Mid-Market,ERP Connect,24,1970.8,8,4,0
TXN-52755,CUST-10577,2025-05-20,Europe,Small Business,Cybersecurity Core,24,563.63,6,4,0
TXN-52756,CUST-10627,2025-12-05,Europe,Mid-Market,Cloud Analytics Suite,12,1797.69,7,0,1
TXN-52757,CUST-10668,2025-01-07,Europe,Enterprise,ERP Connect,24,4942.22,5,2,1
TXN-52758,CUST-10867,2024-08-13,North America,Enterprise,ERP Connect,24,4484.58,4,4,1
TXN-52759,CUST-10103,2025-02-05,North America,Small Business,Cloud Analytics Suite,24,660.75,8,4,0
TXN-52760,CUST-10015,2025-02-22,Latin America,Mid-Market,Customer 360,24,2949.66,8,3,0
TXN-52761,CUST-11120,2024-07-27,North America,Small Business,Cloud Analytics Suite,12,794.22,10,1,0
TXN-52762,CUST-10248,2025-12-11,Europe,Enterprise,Cybersecurity Core,24,5265.02,1,5,1
TXN-52763,CUST-10539,2024-08-01,North America,Enterprise,Customer 360,12,5245.01,8,4,0
TXN-52764,CUST-10383,2024-07-14,North America,Enterprise,Cybersecurity Core,12,5560.93,7,3,0
TXN-52765,CUST-10863,2024-11-24,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,2561.81,5,2,1
TXN-52766,CUST-10101,2025-07-08,Asia Pacific,Small Business,ERP Connect,12,718.27,5,2,1
TXN-52767,CUST-10080,2024-12-23,Latin America,Mid-Market,Customer 360,12,1813.8,3,4,0
TXN-52768,CUST-10471,2025-08-15,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1595.28,8,1,0
TXN-52769,CUST-10003,2025-06-21,North America,Mid-Market,Cybersecurity Core,12,1510.05,7,5,1
TXN-52770,CUST-10879,2025-03-05,Europe,Mid-Market,Cybersecurity Core,12,1621.41,8,1,0
TXN-52771,CUST-11190,2025-09-08,Asia Pacific,Mid-Market,Cybersecurity Core,12,1669.19,4,1,1
TXN-52772,CUST-10568,2024-12-23,North America,Mid-Market,Customer 360,36,2673.53,7,3,0
TXN-52773,CUST-10463,2025-08-17,North America,Small Business,ERP Connect,24,746.15,5,4,0
TXN-52774,CUST-10988,2025-05-06,North America,Enterprise,Customer 360,24,5744.99,1,2,0
TXN-52775,CUST-10104,2025-09-02,North America,Enterprise,ERP Connect,36,4901.38,4,4,0
TXN-52776,CUST-10392,2025-11-16,North America,Mid-Market,Cloud Analytics Suite,24,1729.83,9,1,0
TXN-52777,CUST-10405,2024-04-26,Europe,Mid-Market,Cloud Analytics Suite,12,1333.82,8,5,1
TXN-52778,CUST-11052,2024-05-04,Asia Pacific,Mid-Market,Cybersecurity Core,24,1851.87,3,3,0
TXN-52779,CUST-10472,2024-06-03,Latin America,Mid-Market,Cybersecurity Core,36,1350.08,7,4,1
TXN-52780,CUST-10857,2024-07-01,Latin America,Enterprise,ERP Connect,12,3009.98,2,3,1
TXN-52781,CUST-11163,2024-08-15,North America,Mid-Market,Customer 360,24,1147.92,6,4,1
TXN-52782,CUST-10883,2024-06-06,Latin America,Small Business,Cloud Analytics Suite,12,548.94,5,1,0
TXN-52783,CUST-10360,2024-06-03,Latin America,Mid-Market,ERP Connect,12,2148.35,8,4,0
TXN-52784,CUST-10681,2025-05-13,North America,Mid-Market,Cybersecurity Core,12,1601.0,7,3,1
TXN-52785,CUST-10487,2025-12-16,Europe,Enterprise,Customer 360,24,6296.55,5,4,1
TXN-52786,CUST-10209,2025-09-23,Asia Pacific,Mid-Market,Cybersecurity Core,24,1943.16,4,3,0
TXN-52787,CUST-10847,2024-04-15,North America,Enterprise,Cybersecurity Core,24,4341.43,7,2,0
TXN-52788,CUST-10527,2024-07-13,Asia Pacific,Small Business,ERP Connect,12,674.51,9,4,1
TXN-52789,CUST-10699,2025-10-17,Europe,Mid-Market,Customer 360,12,1404.95,9,1,0
TXN-52790,CUST-11016,2025-12-11,North America,Mid-Market,Cybersecurity Core,12,1199.41,6,0,1
TXN-52791,CUST-10549,2024-11-10,Europe,Mid-Market,Cloud Analytics Suite,24,1597.28,4,0,0
TXN-52792,CUST-10139,2025-04-13,Asia Pacific,Mid-Market,Cybersecurity Core,12,1484.21,8,0,0
TXN-52793,CUST-10037,2024-01-21,Asia Pacific,Mid-Market,Cybersecurity Core,24,2199.68,5,2,0
TXN-52794,CUST-10470,2024-04-13,North America,Enterprise,ERP Connect,12,4500.53,4,0,0
TXN-52795,CUST-10491,2024-07-25,Europe,Mid-Market,ERP Connect,36,2099.46,6,3,0
TXN-52796,CUST-10036,2025-10-12,Europe,Enterprise,Customer 360,24,4709.69,8,5,0
TXN-52797,CUST-10254,2025-10-11,Asia Pacific,Small Business,ERP Connect,12,621.99,8,8,1
TXN-52798,CUST-11012,2024-07-14,Asia Pacific,Mid-Market,ERP Connect,12,1130.23,5,3,0
TXN-52799,CUST-10673,2024-02-22,North America,Mid-Market,Cloud Analytics Suite,12,1495.07,6,4,1
TXN-52800,CUST-10070,2024-05-20,North America,Mid-Market,ERP Connect,36,2496.9,2,4,0
TXN-52801,CUST-11020,2025-04-08,Europe,Enterprise,Cybersecurity Core,24,5107.66,7,2,0
TXN-52802,CUST-11007,2025-06-26,Europe,Mid-Market,Cybersecurity Core,12,2163.0,8,6,0
TXN-52803,CUST-10732,2024-05-23,North America,Mid-Market,Cloud Analytics Suite,24,1648.8,6,2,0
TXN-52804,CUST-10330,2024-12-21,Latin America,Enterprise,Cybersecurity Core,24,5195.84,8,6,1
TXN-52805,CUST-10669,2024-04-11,Asia Pacific,Mid-Market,Customer 360,12,1953.23,6,5,0
TXN-52806,CUST-10884,2024-06-16,Europe,Enterprise,Cybersecurity Core,12,6337.61,9,4,0
TXN-52807,CUST-10290,2025-03-15,Europe,Mid-Market,Customer 360,12,1679.62,4,1,0
TXN-52808,CUST-10647,2025-10-17,Europe,Small Business,Cybersecurity Core,24,596.64,5,2,0
TXN-52809,CUST-10252,2025-08-27,Europe,Enterprise,Cybersecurity Core,12,3904.43,4,4,1
TXN-52810,CUST-10461,2024-07-03,North America,Enterprise,ERP Connect,12,2627.91,9,2,1
TXN-52811,CUST-11167,2025-08-06,Europe,Enterprise,Customer 360,12,4797.94,3,2,0
TXN-52812,CUST-10183,2024-02-13,Latin America,Mid-Market,ERP Connect,12,1679.55,6,6,0
TXN-52813,CUST-10184,2025-12-04,Latin America,Small Business,Cloud Analytics Suite,12,769.84,6,3,1
TXN-52814,CUST-10103,2024-12-19,North America,Mid-Market,Customer 360,24,2723.89,8,2,0
TXN-52815,CUST-10765,2025-12-04,Europe,Mid-Market,Cloud Analytics Suite,24,1747.27,5,6,0
TXN-52816,CUST-10420,2024-07-26,Latin America,Enterprise,Cloud Analytics Suite,12,3353.43,1,1,1
TXN-52817,CUST-10507,2025-07-12,Asia Pacific,Mid-Market,Customer 360,36,1421.0,6,2,1
TXN-52818,CUST-10633,2025-08-16,North America,Mid-Market,Customer 360,12,1927.3,3,3,0
TXN-52819,CUST-11128,2025-07-05,Europe,Mid-Market,Cybersecurity Core,12,1683.44,9,4,0
TXN-52820,CUST-10587,2025-08-27,Europe,Enterprise,ERP Connect,12,5635.13,7,5,1
TXN-52821,CUST-10793,2024-05-04,North America,Mid-Market,ERP Connect,12,1133.7,9,3,0
TXN-52822,CUST-10254,2025-10-05,North America,Mid-Market,ERP Connect,24,2035.93,1,2,1
TXN-52823,CUST-10090,2024-07-17,North America,Enterprise,Customer 360,24,3620.91,5,5,1
TXN-52824,CUST-10506,2024-10-23,Europe,Mid-Market,Cloud Analytics Suite,36,1963.27,2,1,1
TXN-52825,CUST-10952,2024-04-08,North America,Small Business,Cybersecurity Core,24,731.58,6,4,1
TXN-52826,CUST-10319,2024-08-03,North America,Enterprise,Customer 360,24,4589.69,6,5,1
TXN-52827,CUST-10451,2025-08-03,North America,Mid-Market,Cloud Analytics Suite,12,2119.37,2,1,1
TXN-52828,CUST-10514,2024-06-24,North America,Small Business,Customer 360,24,784.46,9,3,0
TXN-52829,CUST-10354,2024-03-23,Latin America,Enterprise,Cloud Analytics Suite,12,4783.83,3,3,1
TXN-52830,CUST-11040,2025-05-09,North America,Mid-Market,ERP Connect,12,1899.95,7,4,1
TXN-52831,CUST-11136,2024-11-11,North America,Enterprise,Cloud Analytics Suite,24,5466.84,5,2,0
TXN-52832,CUST-11180,2024-05-12,North America,Mid-Market,ERP Connect,24,1340.2,1,2,1
TXN-52833,CUST-11101,2025-02-16,North America,Mid-Market,Customer 360,24,1801.1,3,2,1
TXN-52834,CUST-10047,2024-03-25,Latin America,Enterprise,Cloud Analytics Suite,12,5550.54,8,6,0
TXN-52835,CUST-10145,2024-07-03,North America,Small Business,Cloud Analytics Suite,36,523.1,4,2,0
TXN-52836,CUST-10833,2025-05-03,Latin America,Small Business,Cybersecurity Core,24,573.78,4,3,0
TXN-52837,CUST-11064,2024-09-21,Asia Pacific,Small Business,ERP Connect,24,818.99,8,3,0
TXN-52838,CUST-11022,2024-08-06,North America,Mid-Market,Cloud Analytics Suite,12,2160.48,7,6,1
TXN-52839,CUST-10872,2024-05-06,North America,Enterprise,Cloud Analytics Suite,12,4323.14,6,5,1
TXN-52840,CUST-10402,2025-12-08,North America,Mid-Market,ERP Connect,12,1677.91,9,1,0
TXN-52841,CUST-11175,2024-08-01,North America,Enterprise,Cybersecurity Core,24,3047.54,2,2,0
TXN-52842,CUST-10477,2025-02-08,Asia Pacific,Mid-Market,Customer 360,24,1794.25,4,1,0
TXN-52843,CUST-10355,2025-03-22,North America,Mid-Market,Customer 360,12,2388.83,3,6,1
TXN-52844,CUST-10395,2025-09-04,Asia Pacific,Mid-Market,Customer 360,36,1722.94,8,5,1
TXN-52845,CUST-11014,2024-07-22,North America,Mid-Market,Cybersecurity Core,12,1171.22,3,4,0
TXN-52846,CUST-10822,2024-03-10,Europe,Small Business,Cybersecurity Core,24,686.93,5,1,1
TXN-52847,CUST-11172,2025-12-07,Europe,Mid-Market,Customer 360,24,1563.43,1,2,0
TXN-52848,CUST-11169,2025-06-20,Asia Pacific,Small Business,Cloud Analytics Suite,36,595.55,8,2,0
TXN-52849,CUST-10590,2025-06-24,Europe,Enterprise,Customer 360,12,4520.63,6,7,1
TXN-52850,CUST-10896,2025-02-04,North America,Mid-Market,Customer 360,12,1724.84,5,4,0
TXN-52851,CUST-10318,2024-05-08,North America,Small Business,Cloud Analytics Suite,24,463.89,5,5,0
TXN-52852,CUST-10896,2025-04-09,North America,Mid-Market,Cybersecurity Core,24,1569.08,5,2,1
TXN-52853,CUST-10193,2024-01-27,Latin America,Enterprise,Cloud Analytics Suite,12,4374.55,5,3,1
TXN-52854,CUST-10516,2025-03-20,Asia Pacific,Small Business,ERP Connect,12,564.41,10,3,0
TXN-52855,CUST-10553,2025-04-16,Latin America,Small Business,Customer 360,36,565.9,8,0,0
TXN-52856,CUST-10498,2024-03-12,Latin America,Mid-Market,Cybersecurity Core,24,1520.87,6,2,1
TXN-52857,CUST-10088,2024-11-02,North America,Small Business,Customer 360,12,599.94,6,3,0
TXN-52858,CUST-10768,2025-05-26,North America,Small Business,Customer 360,12,744.33,9,2,1
TXN-52859,CUST-10252,2024-12-24,Europe,Small Business,Cloud Analytics Suite,24,624.13,8,7,0
TXN-52860,CUST-10935,2024-12-14,Europe,Mid-Market,Cloud Analytics Suite,24,1262.67,8,8,0
TXN-52861,CUST-10316,2024-05-12,Europe,Enterprise,Cybersecurity Core,24,4374.57,7,2,0
TXN-52862,CUST-10979,2025-09-18,Asia Pacific,Mid-Market,Cybersecurity Core,24,2130.55,2,2,1
TXN-52863,CUST-10118,2025-04-10,Asia Pacific,Mid-Market,Customer 360,24,1095.8,1,2,0
TXN-52864,CUST-10559,2024-09-25,North America,Small Business,Cybersecurity Core,12,572.33,7,3,1
TXN-52865,CUST-10909,2024-10-16,Europe,Enterprise,Cloud Analytics Suite,24,6051.85,7,1,0
TXN-52866,CUST-10058,2025-06-06,Europe,Enterprise,Cybersecurity Core,12,5022.89,7,3,0
TXN-52867,CUST-10148,2025-07-05,Europe,Small Business,Cybersecurity Core,12,662.16,9,3,1
TXN-52868,CUST-11122,2025-03-02,Asia Pacific,Mid-Market,Cybersecurity Core,24,1452.78,7,4,0
TXN-52869,CUST-10140,2024-03-08,North America,Enterprise,ERP Connect,12,6186.07,7,4,1
TXN-52870,CUST-10309,2024-06-04,Europe,Mid-Market,Cybersecurity Core,24,1828.34,7,4,1
TXN-52871,CUST-10230,2025-07-07,Latin America,Mid-Market,ERP Connect,24,1900.72,9,3,0
TXN-52872,CUST-10205,2024-11-03,North America,Mid-Market,Customer 360,36,2087.32,7,3,0
TXN-52873,CUST-10523,2025-01-12,Europe,Small Business,Cloud Analytics Suite,24,548.93,7,0,0
TXN-52874,CUST-10976,2025-03-11,Europe,Mid-Market,ERP Connect,12,2120.74,5,3,1
TXN-52875,CUST-10440,2025-07-11,Europe,Enterprise,Cloud Analytics Suite,36,3350.83,5,0,0
TXN-52876,CUST-10926,2024-02-19,Europe,Small Business,Cloud Analytics Suite,12,467.71,7,1,0
TXN-52877,CUST-10684,2024-08-17,Europe,Mid-Market,ERP Connect,36,1858.55,6,1,1
TXN-52878,CUST-10603,2025-07-23,North America,Mid-Market,Cloud Analytics Suite,24,1863.13,9,2,0
TXN-52879,CUST-11178,2025-01-04,North America,Mid-Market,Cloud Analytics Suite,12,1733.35,3,2,1
TXN-52880,CUST-10009,2025-04-20,Europe,Mid-Market,ERP Connect,24,1928.01,3,3,0
TXN-52881,CUST-10477,2025-09-08,North America,Mid-Market,ERP Connect,24,1804.69,8,4,0
TXN-52882,CUST-10522,2024-12-24,Asia Pacific,Mid-Market,ERP Connect,12,1095.58,8,2,0
TXN-52883,CUST-10375,2024-05-24,North America,Enterprise,Cloud Analytics Suite,12,4802.37,5,0,0
TXN-52884,CUST-10261,2024-07-06,Europe,Enterprise,Cloud Analytics Suite,12,5399.74,9,4,0
TXN-52885,CUST-10974,2024-05-17,Europe,Small Business,Cybersecurity Core,12,1036.83,8,1,0
TXN-52886,CUST-11156,2025-11-25,Asia Pacific,Enterprise,ERP Connect,12,2828.35,9,3,0
TXN-52887,CUST-10218,2025-11-24,Asia Pacific,Enterprise,Customer 360,12,4715.05,6,2,0
TXN-52888,CUST-10036,2025-07-01,Europe,Mid-Market,Cybersecurity Core,24,1543.47,4,2,1
TXN-52889,CUST-10055,2024-09-12,Latin America,Enterprise,Cloud Analytics Suite,24,2241.39,5,2,1
TXN-52890,CUST-10951,2024-02-05,Asia Pacific,Small Business,Customer 360,12,693.64,9,2,0
TXN-52891,CUST-10420,2024-07-24,Europe,Enterprise,Cloud Analytics Suite,36,4624.11,6,5,0
TXN-52892,CUST-10173,2024-03-20,Europe,Mid-Market,Cloud Analytics Suite,36,1506.16,8,2,0
TXN-52893,CUST-10253,2024-09-24,Latin America,Enterprise,Cloud Analytics Suite,24,6390.7,7,2,0
TXN-52894,CUST-10465,2025-12-11,Asia Pacific,Small Business,Cybersecurity Core,12,458.47,9,7,0
TXN-52895,CUST-10780,2025-08-05,North America,Mid-Market,Cloud Analytics Suite,24,2354.21,8,1,1
TXN-52896,CUST-10194,2024-08-06,Europe,Enterprise,Cybersecurity Core,12,6676.34,5,3,1
TXN-52897,CUST-11184,2024-06-25,Latin America,Small Business,Customer 360,24,596.6,9,5,0
TXN-52898,CUST-10923,2025-01-12,Europe,Small Business,Cloud Analytics Suite,24,675.89,7,4,0
TXN-52899,CUST-10691,2025-11-02,Europe,Mid-Market,Cloud Analytics Suite,12,1644.9,8,3,0
TXN-52900,CUST-11016,2025-02-01,Asia Pacific,Mid-Market,Customer 360,12,2329.73,5,1,1
TXN-52901,CUST-10982,2024-06-17,North America,Mid-Market,Cybersecurity Core,12,1077.42,7,2,1
TXN-52902,CUST-10841,2024-01-02,North America,Mid-Market,ERP Connect,36,1464.8,7,1,0
TXN-52903,CUST-10284,2025-10-08,Latin America,Mid-Market,Customer 360,12,1598.72,9,1,0
TXN-52904,CUST-10345,2024-07-25,North America,Enterprise,ERP Connect,24,4268.55,5,3,0
TXN-52905,CUST-10445,2024-04-25,Asia Pacific,Mid-Market,Cybersecurity Core,36,1483.13,2,1,0
TXN-52906,CUST-10968,2024-10-08,Latin America,Small Business,Cybersecurity Core,12,518.85,6,1,0
TXN-52907,CUST-10080,2024-05-06,North America,Enterprise,Cybersecurity Core,12,6077.05,6,4,1
TXN-52908,CUST-10228,2024-04-21,North America,Small Business,ERP Connect,36,593.33,4,4,0
TXN-52909,CUST-10744,2025-12-10,North America,Small Business,Cloud Analytics Suite,12,801.27,2,5,0
TXN-52910,CUST-10325,2025-04-18,Europe,Enterprise,Cloud Analytics Suite,12,5064.37,7,1,0
TXN-52911,CUST-10805,2024-04-02,Latin America,Small Business,Customer 360,12,611.4,5,4,1
TXN-52912,CUST-10117,2024-12-15,North America,Small Business,ERP Connect,36,656.15,6,7,1
TXN-52913,CUST-11121,2025-10-05,North America,Mid-Market,Cloud Analytics Suite,24,2230.13,4,1,0
TXN-52914,CUST-10984,2025-09-24,Asia Pacific,Mid-Market,ERP Connect,12,1675.23,2,2,1
TXN-52915,CUST-10381,2024-06-23,North America,Small Business,ERP Connect,12,539.73,7,2,0
TXN-52916,CUST-11062,2024-08-22,North America,Small Business,Cybersecurity Core,12,595.92,5,2,0
TXN-52917,CUST-11128,2024-09-18,North America,Mid-Market,Cybersecurity Core,24,1991.21,6,1,1
TXN-52918,CUST-10998,2025-03-10,North America,Enterprise,Customer 360,12,5920.16,1,4,1
TXN-52919,CUST-10406,2024-12-13,North America,Small Business,Cloud Analytics Suite,36,799.98,8,8,0
TXN-52920,CUST-10604,2024-08-23,North America,Mid-Market,Cloud Analytics Suite,36,1782.74,9,1,0
TXN-52921,CUST-11123,2024-02-03,Asia Pacific,Enterprise,Customer 360,12,5470.88,8,2,1
TXN-52922,CUST-10910,2025-08-22,North America,Small Business,ERP Connect,24,485.8,8,2,1
TXN-52923,CUST-10113,2025-01-27,Europe,Mid-Market,Cloud Analytics Suite,24,2073.23,6,4,0
TXN-52924,CUST-10147,2025-08-03,Europe,Mid-Market,Cybersecurity Core,36,1715.22,7,1,1
TXN-52925,CUST-10012,2024-06-17,North America,Enterprise,Cybersecurity Core,12,4077.38,7,6,1
TXN-52926,CUST-10255,2024-11-26,North America,Small Business,Cybersecurity Core,12,498.44,7,5,1
TXN-52927,CUST-10500,2025-09-01,Europe,Enterprise,Customer 360,36,4125.18,8,2,0
TXN-52928,CUST-10766,2025-03-14,North America,Enterprise,Cloud Analytics Suite,24,3805.8,5,3,1
TXN-52929,CUST-10974,2025-07-01,Europe,Small Business,ERP Connect,12,494.74,7,4,0
TXN-52930,CUST-10173,2024-07-13,North America,Small Business,Cloud Analytics Suite,24,797.52,4,3,0
TXN-52931,CUST-11066,2025-06-12,North America,Small Business,Customer 360,12,591.05,7,3,0
TXN-52932,CUST-10346,2025-04-06,Europe,Small Business,Cybersecurity Core,12,491.96,7,4,0
TXN-52933,CUST-11030,2024-06-15,Asia Pacific,Mid-Market,Customer 360,24,1846.9,5,5,1
TXN-52934,CUST-10645,2024-12-02,Asia Pacific,Small Business,Cloud Analytics Suite,12,647.87,9,5,0
TXN-52935,CUST-10518,2024-02-13,Latin America,Enterprise,Cybersecurity Core,24,3191.37,1,7,1
TXN-52936,CUST-10543,2025-11-05,Asia Pacific,Mid-Market,Customer 360,24,2098.74,8,3,0
TXN-52937,CUST-10812,2025-01-07,Asia Pacific,Mid-Market,Cybersecurity Core,36,1509.38,10,0,0
